Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
30 days from august 8 2025,11,11,170,6,0.00,https://www.calculator.net/due-date-calculator.html,2,0,0.00,0,122,"[0,0,0,0,1,1,3,100,100,7,3,2]",2026-03-11,Related searches,informational,Organic
72 month auto loan rates,19,19,1600,64,1.62,https://www.calculator.net/auto-loan-calculator.html,2,0,3.00,0.59,24200000,"[68,68,68,68,68,52,84,84,84,84,100,84]",2026-04-17,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
time zone checker,12,12,320,99,0.00,https://www.calculator.net/time-zone-calculator.html,2,0,0.00,0,124,"[66,82,100,82,53,66,82,82,82,82,82,66]",2026-03-07,"Video, Related searches",informational,Organic
body creator,12,12,390,30,0.00,https://www.calculator.net/body-type-calculator.html,2,0,0.00,0,176,"[20,16,30,24,24,20,30,20,24,30,24,16]",2026-03-29,"Image pack, Video, Related searches",informational,Organic
8 hour work day calculator,17,17,720,52,0.00,https://www.calculator.net/time-card-calculator.html,2,0,0.00,0,132,"[55,45,45,45,45,100,100,45,45,36,36,36]",2026-03-29,Related searches,informational,Organic
tax calculator with 401k withdrawal,13,13,390,47,1.00,https://www.calculator.net/401k-calculator.html,2,0,2.00,0.09,1890000,"[4,100,5,2,7,8,2,20,7,7,24,13]",2026-03-01,"Video, Related searches",informational,Organic
2400 km to miles,17,17,720,19,0.00,https://www.calculator.net/fuel-cost-calculator.html,2,0,0.00,0,0,"[67,45,55,45,45,76,67,55,55,100,55,55]",2026-03-13,"Instant answer, Video, Related searches",informational,Organic
calculadora fechas,11,11,170,44,0.00,https://www.calculator.net/date-calculator.html,2,0,0.00,0,37900000,"[65,81,100,81,53,12,21,12,34,81,43,21]",2026-04-06,"Video, Related searches",informational,Organic
determine present value of an annuity,15,15,1900,43,2.26,https://www.calculator.net/present-value-calculator.html,2,0,4.00,0.24,11300000,"[3,53,100,66,35,35,2,8,35,24,29,18]",2026-04-16,"Sitelinks, Video, Video Carousel, Related searches, Questions and answers, Ads middle, AI overview",informational,Organic
4 times 16,12,12,1900,25,0.00,https://www.calculator.net/fraction-calculator.html,2,0,0.00,0,91,"[36,24,44,80,52,20,16,36,66,100,66,66]",2026-04-11,"Instant answer, Sitelinks, Video, Video Carousel, People also ask, Related searches",informational,Organic
how do you calculate income tax,13,13,720,65,0.99,https://www.calculator.net/tax-calculator.html,2,0,1.00,0.1,273000000,"[15,19,54,2,7,7,5,5,4,1,2,4]",2026-03-01,"Video, People also ask, Related searches, AI overview",informational,Organic
drive distance between two points,11,11,590,69,0.10,https://www.calculator.net/mileage-calculator.html,2,0,0.00,0.02,295000000,"[8,31,25,46,46,31,31,37,37,13,16,20]",2026-04-11,"Sitelinks, Video, Related searches, Questions and answers, AI overview",informational,Organic
2.5kg in lbs,17,17,720,32,0.00,https://www.calculator.net/weight-calculator.html,2,0,0.00,0,8410000,"[30,10,30,41,0,0,0,0,0,36,100,66]",2026-03-14,"Instant answer, Sitelinks, Video, Related searches",informational,Organic
what sales tax in texas,13,13,2400,48,1.78,https://www.calculator.net/sales-tax-calculator.html,2,0,3.00,0.01,752000000,"[100,100,81,81,81,43,36,43,10,7,7,5]",2026-04-19,"Video, Related searches, AI overview",informational,Organic
what is the sales tax rate in texas,17,17,1900,50,0.98,https://www.calculator.net/sales-tax-calculator.html,2,0,1.00,0.04,66100000,"[66,53,81,81,8,16,7,35,29,13,29,35]",2026-04-16,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
if my period lasts 5 days when do i ovulate,20,20,1600,57,1.66,https://www.calculator.net/ovulation-calculator.html,2,0,3.00,0.19,192,"[29,23,23,23,19,16,23,23,16,12,8,8]",2026-03-23,"Video, Related searches, Discussions and forums, AI overview",informational,Organic
stairs out,12,12,720,32,2.02,https://www.calculator.net/stair-calculator.html,2,0,4.00,0.8,561000000,"[13,20,100,100,76,67,13,45,36,55,36,36]",2026-04-15,"Image pack, Sitelinks, Video, Related searches, Discussions and forums",informational,Organic
how many days from one date to another,14,14,590,57,0.00,https://www.calculator.net/time-duration-calculator.html,2,0,0.00,0,6170000000,"[8,45,100,100,67,45,55,55,45,16,16,13]",2026-04-03,"Video, Related searches",informational,Organic
grades calculator with weights,20,20,1600,41,0.00,https://www.calculator.net/gpa-calculator.html,2,0,0.00,0,11400000,"[1,2,0,1,0,100,0,6,0,1,10,2]",2026-03-16,"Video, Related searches",informational,Organic
failing grades,11,11,880,23,0.00,https://www.calculator.net/grade-calculator.html,2,0,0.00,0,122000000,"[45,55,55,45,62,36,20,36,62,81,62,81]",2026-04-12,"Image pack, Sitelinks, Video, Related searches, Things to know, AI overview",informational,Organic
army height and weight chart male,13,13,480,38,0.00,https://www.calculator.net/army-body-fat-calculator.html,2,0,0.00,0,7630000,"[44,44,54,100,81,81,54,54,66,81,44,29]",2026-04-15,"Image pack, Video, Image, Related searches",informational,Organic
size 10 american to european,16,16,1600,43,0.09,https://www.calculator.net/shoe-size-conversion.html,2,0,0.00,0.07,98,"[7,3,1,100,66,66,1,24,52,80,80,66]",2026-04-07,"Image pack, Video, People also ask, Related searches, AI overview",informational,Organic
world wide metric,18,18,880,10,0.00,https://www.calculator.net/conversion-calculator.html,2,0,0.00,0.01,0,"[24,24,24,24,24,24,24,20,20,20,16,16]",2026-03-11,"Image pack, Video, Related searches",navigational,Organic
calculator home equity loan,17,17,720,58,4.83,https://www.calculator.net/payment-calculator.html,2,0,9.00,0.65,203000000,"[13,8,24,24,24,24,34,44,16,55,16,16]",2026-04-10,"Sitelinks, Video, Related searches, AI overview","commercial, informational",Organic
how much days until new years,13,13,320,24,0.00,https://www.calculator.net/day-counter.html,2,0,0.00,0,0,"[3,0,0,0,0,0,1,1,1,16,16,82]",2026-03-11,"Video, Related searches",informational,Organic
mmiv,15,15,590,21,0.00,https://www.calculator.net/roman-numeral-converter.html,2,0,0.00,0,604000,"[48,39,59,39,59,72,59,48,59,100,72,100]",2026-04-03,"Sitelinks, Video, Related searches, AI overview",informational,Organic
hour glass body shape,14,14,1900,23,0.75,https://www.calculator.net/body-type-calculator.html,2,0,1.00,0.02,144000000,"[44,36,100,66,52,36,66,80,52,44,44,44]",2026-04-18,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches, Short videos, Things to know, AI overview",informational,Organic
25 percent of 35,13,13,590,16,0.00,https://www.calculator.net/percent-off-calculator.html,2,0,0.00,0,470000000,"[72,48,48,48,48,39,48,39,39,72,88,72]",2026-03-11,"Instant answer, Video, Related searches",informational,Organic
9/2 simplified,13,13,880,31,0.00,https://www.calculator.net/fraction-calculator.html,2,0,0.00,0,16800000,"[20,16,13,4,0,0,0,2,100,22,22,16]",2026-03-30,"Instant answer, Video, People also ask, Related searches, AI overview",informational,Organic
earned interest calculator,11,11,260,62,0.74,https://www.calculator.net/interest-rate-calculator.html,2,0,1.00,0.27,116000000,"[7,20,20,16,31,16,11,13,11,8,8,11]",2026-03-11,"Video, Related searches",transactional,Organic
how much is i,12,12,320,58,0.00,https://www.calculator.net/currency-calculator.html,2,0,0.00,0,14020000000,"[82,82,82,66,82,100,82,82,66,66,82,100]",2026-04-20,"Video, Related searches, AI overview",informational,Organic
calorie net,15,15,480,80,1.37,https://www.calculator.net/calories-burned-calculator.html,2,0,2.00,0.02,101000000,"[72,72,48,39,39,59,48,32,21,21,72,59]",2026-03-19,"Sitelinks, Video, Related searches",informational,Organic
amortization schedule for car loan,17,17,720,53,0.36,https://www.calculator.net/auto-loan-calculator.html,2,0,0.00,0.18,4690000,"[24,55,36,55,45,36,100,16,30,30,24,36]",2026-03-10,"Video, Related searches",informational,Organic
24 times 14,16,16,720,13,0.00,https://www.calculator.net/fraction-calculator.html?c2d1=0.9&ctype=2&x=0&y=0,2,0,0.00,0,80,"[59,48,59,100,88,48,48,48,88,100,88,72]",2026-03-11,"Instant answer, Sitelinks, Video, Related searches",informational,Organic
us money converter,14,14,720,87,0.09,https://www.calculator.net/currency-calculator.html,2,0,0.00,0.06,482000000,"[100,72,88,72,59,88,72,72,59,72,72,72]",2026-03-31,"Instant answer, Knowledge panel, Related searches",informational,Organic
12 business days from today,12,12,390,50,0.00,https://www.calculator.net/day-counter.html,2,0,0.00,0,3670000000,"[54,44,44,66,66,66,81,66,66,81,54,100]",2026-04-14,"Video, Related searches, AI overview",informational,Organic
speed time distance calculator,18,18,720,37,0.00,https://www.calculator.net/pace-calculator.html,2,0,0.00,0,164000000,"[3,3,2,13,4,4,3,3,2,2,2,2]",2026-04-02,"Video, Related searches",informational,Organic
wage and tax calculator,12,12,260,74,2.91,https://www.calculator.net/salary-calculator.html,2,0,5.00,0.11,52900000,"[2,100,1,13,2,2,2,2,2,4,2,3]",2026-03-13,"Video, Ads bottom, Related searches","commercial, informational",Organic
loan estimator calculator,12,12,390,67,1.31,https://www.calculator.net/payment-calculator.html,2,0,2.00,0.68,150,"[48,48,48,32,39,26,39,48,48,39,26,21]",2026-03-11,"Video, Related searches",commercial,Organic
conception what does it mean,19,19,3600,55,0.00,https://www.calculator.net/pregnancy-conception-calculator.html,2,0,0.00,0,255000000,"[3,66,81,100,35,54,0,4,81,0,81,0]",2026-04-18,"Knowledge panel, Video, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
us size 7 to eu,15,15,720,56,0.12,https://www.calculator.net/shoe-size-conversion.html,2,0,0.00,0.08,0,"[45,36,67,45,55,100,67,55,55,45,76,76]",2026-03-14,"Image pack, Video, Related searches, AI overview",informational,Organic
crush and run,15,15,1600,6,1.77,https://www.calculator.net/gravel-calculator.html,2,0,3.00,0.91,320000000,"[18,29,35,44,35,44,35,29,29,24,24,16]",2026-03-01,"Knowledge panel, Image pack, Sitelinks, Video, People also ask, Related searches, Short videos, AI overview",informational,Organic
bmi chart formula,11,11,260,68,0.44,https://www.calculator.net/bmi-calculator.html,2,0,0.00,0.03,95,"[8,6,8,36,6,81,4,5,6,16,8,4]",2026-03-18,"Sitelinks, Related searches, AI overview",informational,Organic
equation for distance,17,17,1600,48,0.00,https://www.calculator.net/distance-calculator.html,2,0,0.00,0,0,"[2,13,3,10,8,0,0,8,24,3,16,5]",2026-03-11,"Knowledge panel, Video, Image, Video Carousel, Related searches, Short videos, AI overview",informational,Organic
uk size 5 us,12,12,590,37,0.10,https://www.calculator.net/shoe-size-conversion.html,2,0,0.00,0.07,2560000000,"[17,88,100,48,59,59,17,59,48,72,100,100]",2026-04-13,"Image pack, Video, Related searches, AI overview",informational,Organic
women's calorie calculator,13,13,390,75,0.31,https://www.calculator.net/bmr-calculator.html,2,0,0.00,0.05,23700000,"[1,1,100,3,20,0,0,5,1,1,0,11]",2026-04-19,"Sitelinks, Related searches",informational,Organic
how much tip at a buffet,12,12,320,20,0.02,https://www.calculator.net/tip-calculator.html,2,0,0.00,0,0,"[29,19,54,100,81,29,100,23,19,29,29,44]",2026-03-13,"Sitelinks, Video, Related searches, AI overview",informational,Organic
45 kmh to mph,19,19,1900,30,1.89,https://www.calculator.net/speed-calculator.html,2,0,3.00,0.01,64500000,"[10,13,10,44,44,44,53,44,24,100,44,35]",2026-04-20,"Instant answer, Sitelinks, Video, Related searches",informational,Organic
18 out of 19 as a percentage,11,11,210,21,0.00,https://www.calculator.net/percent-calculator.html,2,0,0.00,0,354000000,"[82,100,35,28,53,17,12,28,100,66,28,82]",2026-03-14,"Sitelinks, Video, Featured snippet, Related searches",informational,Organic
140 in fraction,11,11,320,15,0.00,https://www.calculator.net/fraction-calculator.html?c2d1=7.2&ctype=2&x=0&y=0,2,0,0.00,0,90,"[66,54,54,44,54,35,18,44,44,54,54,100]",2026-04-01,"Sitelinks, Video, Related searches, AI overview",informational,Organic
us army height and weight requirements,12,12,480,33,0.00,https://www.calculator.net/army-body-fat-calculator.html,2,0,0.00,0,67400000,"[54,54,66,66,66,66,66,66,81,100,66,66]",2026-03-27,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
date months calculator,14,14,590,50,0.00,https://www.calculator.net/age-calculator.html,2,0,0.00,0,651000000,"[67,100,100,100,100,100,67,67,67,67,54,29]",2026-03-02,"Video, Related searches",informational,Organic
aspect ratio 3/4,17,17,1900,27,1.28,https://www.calculator.net/ratio-calculator.html,2,0,2.00,0,74900000,"[79,79,79,79,79,100,79,79,79,100,0,0]",2026-04-16,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
3/5 to a percent,20,20,3600,20,0.00,https://www.calculator.net/percent-calculator.html?ctype=22&x=46,2,0,0.00,0,102000000,"[1,1,81,0,0,0,0,0,0,100,100,81]",2026-04-20,"Video, Video Carousel, People also ask, Related searches, Questions and answers, AI overview",informational,Organic
time to second,11,11,170,89,0.01,https://www.calculator.net/time-calculator.html,2,0,0.00,0,107,"[3,8,8,20,4,7,5,30,0,0,0,0]",2026-04-14,"Video, Related searches","informational, transactional",Organic
least common divisor,11,11,1900,41,0.71,https://www.calculator.net/lcm-calculator.html,2,0,1.00,0.02,8440000,"[66,12,12,16,16,3,2,5,3,5,2,2]",2026-04-20,"Knowledge panel, Sitelinks, Video, Video Carousel, Related searches, Short videos, AI overview",informational,Organic
lowest common factor of 6 and 8,18,18,2900,30,0.00,https://www.calculator.net/lcm-calculator.html,2,0,0.00,0,267000000,"[2,29,36,66,29,16,1,8,0,100,44,44]",2026-04-20,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Questions and answers, AI overview",informational,Organic
tax brackets 2024 calculator,15,15,720,70,0.00,https://www.calculator.net/tax-calculator.html,2,0,0.00,0.1,129,"[100,52,27,24,4,3,4,3,4,4,5,3]",2026-04-01,"Video, Related searches",informational,Organic
кальк онлайн,11,11,320,78,0.00,https://www.calculator.net/,2,0,0.00,0,71,"[10,100,0,8,4,81,10,13,8,8,0,6]",2026-03-14,"Instant answer, Related searches",informational,Organic
kilograms to inches,12,12,260,15,0.00,https://www.calculator.net/weight-calculator.html,2,0,0.00,0,108,"[32,21,32,21,21,26,21,26,32,21,21,26]",2026-03-16,"Sitelinks, Video, Related searches",informational,Organic
how much to tip taxi,12,12,880,17,0.01,https://www.calculator.net/tip-calculator.html,2,0,0.00,0,47700000,"[68,52,37,84,37,31,46,37,25,31,31,31]",2026-02-28,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
due date if conceived today,13,13,590,67,0.13,https://www.calculator.net/due-date-calculator.html,2,0,0.00,0.21,61700000,"[66,81,100,81,66,54,81,100,81,54,66,66]",2026-03-30,"Sitelinks, Video, Related searches, AI overview",informational,Organic
sqrt 1/2,17,17,1600,32,0.00,https://www.calculator.net/root-calculator.html,2,0,0.00,0,33500000,"[19,16,10,0,35,0,0,23,19,35,44,23]",2026-04-04,"Instant answer, Sitelinks, Video, People also ask, Related searches",informational,Organic
22 mm to cm,17,17,720,26,0.00,https://www.calculator.net/conversion-calculator.html,2,0,0.00,0,816000000,"[7,16,11,16,8,65,16,20,44,20,44,44]",2026-03-28,"Instant answer, Video, Related searches",informational,Organic
d3 dice roller,11,5,170,23,0.00,https://www.calculator.net/dice-roller.html,2,0,0.00,0,1860000,"[100,52,80,100,66,80,80,66,80,66,80,80]",2026-04-22,"Sitelinks, Video, Related searches",informational,Organic
90 days from 4/29/25,12,12,260,11,0.00,https://www.calculator.net/date-calculator.html,2,0,0.00,0,1940000,"[44,81,44,100,10,0,7,5,2]",2026-03-11,"Video, Related searches",informational,Organic
what day will it be in 10 days,15,15,590,18,0.00,https://www.calculator.net/day-counter.html,2,0,0.00,0,103,"[4,5,5,5,8,8,4,5,4,3,8,8]",2026-03-14,"Video, Related searches",informational,Organic
12 hour time,14,14,720,70,0.84,https://www.calculator.net/hours-calculator.html,2,0,1.00,0.32,2200000000,"[36,76,67,67,55,55,45,45,76,55,67,55]",2026-04-03,"Image pack, Video, Related searches, AI overview",informational,Organic
1.75 fraction,20,20,1900,25,0.00,https://www.calculator.net/ratio-calculator.html,2,0,0.00,0,22100000,"[13,16,35,44,44,13,24,53,44,66,18,44]",2026-03-12,"Image pack, Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
1998 was how many years ago,14,14,480,21,0.00,http://www.calculator.net/date-calculator.html?today=08/03/1998&ageat=,2,0,0.00,0,1150000000,"[100,13,100,16,36,20,24,16,10,30,36,10]",2026-04-12,"Instant answer, Sitelinks, Video, Related searches",informational,Organic
liter to liter conversion,13,13,590,21,0.00,https://www.calculator.net/conversion-calculator.html,2,0,0.00,0.02,555000000,"[13,55,45,100,76,45,10,55,100,55,3,5]",2026-03-14,"Video, Related searches, AI overview",informational,Organic
opposite angles,17,17,1600,32,0.00,https://www.calculator.net/right-triangle-calculator.html,2,0,0.00,0,119,"[43,29,29,36,36,22,20,29,54,43,43,29]",2026-03-24,"Image pack, Video, Related searches, Things to know, AI overview",informational,Organic
